,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other,RF
200902,-8.47,-4.72,-7.81,-15.31,-13.98,-11.14,-8.76,-9.92,-8.23,-28.62,-14.67,-19.28,-13.04,-15.31,-10.15,-18.65,1.18,-4.95,-12.59,-12.58,-7.04,-4.06,-6.79,-12.63,-11.36,-8.77,-1.23,-7.47,-14.66,-22.01,0.01
200903,3.8,7.02,6.8,8.04,6.93,0.64,15.63,7.06,16.32,29.55,12.81,12.3,11.69,7.6,12.09,5.04,15.4,0.27,4.03,2.8,7.65,9.34,13.03,7.69,9.26,4.18,11.33,9.08,14.31,10.75,0.02
200904,5.81,-1.44,2.13,34.99,33.15,8.88,21.3,-0.94,19.07,58.94,23.99,26.26,19.95,22.89,49.58,17.16,3.79,15.23,4.23,2.09,10.35,10.03,14.2,21.06,14.51,15.24,9.42,9.14,17.11,20.5,0.01
200905,4.7,9.45,9.53,7.21,1.03,4.63,3.15,6.25,6.93,-6.65,-1.99,9.56,4.05,-1.52,-3.44,9.03,17.76,35.1,9.75,4.64,1.51,3.16,2.24,3.81,2.37,4.76,-2.94,5.76,9.71,6.95,0
200906,0.16,1.64,-0.06,-4.01,-2.79,0.7,-3.49,3.55,-6.72,-7.77,-1.68,3.42,-2.34,1.46,5.27,-3.52,-8.54,-12.05,-4.44,4.65,1.54,4.53,4.43,3.88,0.42,-0.64,-0.03,-3.12,-1.79,-6.5,0.01
200907,8.08,3.72,7.46,13.9,16.79,10.24,12.04,5.54,16.73,35.86,14.09,3.2,14.85,12.66,15.55,5.58,13.17,15.7,5.02,4.4,5.53,5.24,10.47,15.21,10.73,9.06,7.25,2.31,8.49,9.52,0.01
200908,0.76,-0.71,0.31,9.22,9.22,-0.81,3.17,2.2,1.8,1.72,6.26,3.52,1.75,2.27,2.19,11.12,3.46,1.42,0.74,0.23,0.83,2.51,2.27,4.21,3.27,4.62,3.88,3.13,10.24,3.3,0.01
200909,1.22,7.71,4.62,9.21,1.29,6.4,12.77,2.41,6.55,1.4,-0.79,6.62,8.74,7.55,2.98,5.69,9.86,16.21,4.67,2.28,6.57,4.82,5.64,2.66,3.67,4.04,2.1,3.56,1.26,11.22,0.01
200910,-1.87,0.98,-0.31,-8.97,-1.91,0.78,-2.6,-3.69,-3.89,-6.71,-6.93,-12.18,-0.12,-5.82,-2.51,-4.36,1.43,-0.04,2.58,-2.69,-3.42,0.66,-3.89,-1.4,-5.2,-2.73,0.87,-2.87,-4.47,-9.42,0
200911,4.13,5.28,2.16,7.75,3.18,7.31,1.96,8.22,9.56,2.98,0.52,7.28,6.03,6.04,10.1,9.27,14.86,10.71,3.08,4.54,6.67,5.55,4.42,7.72,10.91,4.51,4.62,7.77,4.29,9.12,0
200912,3.09,-0.69,3.26,0.89,15.13,-1.89,4.6,2.47,2.44,11.14,6.65,15,3.83,5.16,6.05,3.64,-4.38,7.26,-0.84,5.88,6.27,5.5,6.55,4.33,4.25,5.04,1.36,2.66,0.92,-2.06,0.01
201001,-0.92,-3.7,-3.35,1.03,1.23,0.86,-3.11,-0.01,-4.04,-8.48,-1.66,-11.92,-6.53,-4.64,0.51,0.52,-15.02,-7.42,-4.8,-4.49,-6.7,-7.13,-7.93,-5.52,-3.97,-2.55,-1.92,-0.99,-1.07,2.29,0
201002,2.92,0.25,4.43,5.9,-1.78,3.69,6.07,0.38,5.45,15.49,2.83,4.2,8.36,10.54,6.69,3.92,13.14,10.82,2.28,-0.41,2.85,2.87,6.31,3.03,7.36,5.89,4.32,4.56,2.7,1.87,0
201003,4.45,6.12,6.13,12.21,5.54,2.12,11.4,3.62,7.37,8.3,7.58,12.05,6.4,7.17,8.94,11.11,9.07,2.12,3.29,3.14,7.61,5.18,8.16,5.89,8.08,6.01,6.15,8.41,8.18,9.07,0.01
201004,-1.45,-1.75,-2.5,11.18,2.33,1.21,4.24,-2.21,3.1,11.52,10.6,-2.62,6.03,4.53,4.83,2.78,-0.36,-2.18,4.29,2.86,3.6,0.5,3.96,4.23,3.58,3.22,1.86,7.37,0.94,3.87,0.01
201005,-5.36,-3.87,-7.68,-7.07,-10.11,-4.34,-5.66,-8,-9.98,-9.87,-10.86,-7,-10.32,-10.18,-10.01,-9.62,-5.62,-14.84,-10.05,-6.28,-5.8,-8.27,-7.05,-8.88,-5.91,-3.99,-5.82,-4.87,-9.2,-10.11,0.01
201006,-1.96,-1.62,3.33,-8.9,-8.69,-3.21,-9.3,-1.63,-7.78,-14.54,-13.03,-13.17,-5.41,-7.08,-9.59,-6.02,-5.8,-9.5,-6.17,-0.68,-3.97,-6.72,-6.03,-2.29,-7.66,-5.19,-10.55,-5.28,-7.35,-7.62,0.01
201007,5.05,8.38,10.75,7.92,5.3,4.22,8.35,2.16,14.24,6.64,7.72,8.29,14.08,12.69,16.33,10.35,8.28,14.32,7.51,6.81,9.59,8.21,6.74,7.68,10.77,3.17,4.66,7.06,6.66,8.09,0.01
201008,-0.45,0,0.04,-1.37,-10.03,-3.95,-7.39,-1.65,-0.1,-5.41,-6.2,-8.73,-7.93,-6.49,-10.47,-8.15,1.77,-6.08,-3.34,0.39,-2.12,-5.12,-8.23,-6.07,-4.81,-7.56,-4.17,0.27,-8.42,-7.14,0.01
201009,1.58,4.96,9.75,14.17,12.92,3.97,17.55,9.01,9.98,13.29,10.11,12.11,16.05,13.52,14.07,10.32,11.26,13.6,9.12,3.66,7.96,11.6,13.67,9.16,9.89,9.9,13.6,7.28,7.47,10.04,0.01
201010,5.87,1.94,5.35,12.6,7.14,4.52,3.32,2.03,8.19,3.25,1.71,4.65,4.38,4.55,9.73,5.97,8.76,6.79,4.45,1.87,4.53,7.91,4.19,3.49,5.21,4.95,1.34,6.16,1.99,-0.09,0.01
201011,-1.84,2.02,-3.88,7.3,-3.15,-2.33,9.28,-3.33,0.85,-1.21,3.28,2.99,6.68,3.23,6.75,-0.44,3.04,14.61,5.11,-1.31,-1.87,-2.42,1.13,0.34,2.42,0.23,4.96,4.14,-0.34,-1.15,0.01
201012,5.7,3.58,4.24,-0.6,8.38,5.75,1.09,5.41,7.5,4.27,12.29,13.33,10.47,5.68,8.31,4.43,13.89,14.71,9.28,3.22,6.58,7.13,5.29,4.78,3.35,6.85,3.51,-0.03,10.61,11.85,0.01
201101,-0.61,-3.61,-3.28,1.59,2.57,-0.98,-3.31,-0.7,1.61,-3.65,4.51,3.99,5.25,3.45,0.57,5.02,-7.47,1.43,7.11,2.22,0.05,2.4,4.76,3.1,-0.52,2.84,-1.27,-2.49,2.25,7.57,0.01
201102,5.26,0.61,8.66,2.05,3.07,1.69,8.89,3.34,4.93,7.09,1.43,3.99,4.12,2.55,-2.38,2.94,1.03,0.06,7.97,2.46,7.49,2.47,2.97,3.34,1.5,2.97,1.39,3.83,2.6,3.61,0.01
201103,1.72,3.36,6.34,-0.49,-0.08,0.22,-4.39,2.3,2.02,4.5,2.61,0.76,4.32,1.17,1.54,2.59,0.19,8.78,1.91,0.92,1.61,0.08,-2.53,1.65,3.32,1.44,0.49,1.76,-1.51,-1.44,0.01
201104,4.27,3.9,5.39,6.01,0.12,4.92,8,6.37,4.48,4.86,0.3,0.58,1.55,0.93,1.72,4.11,-0.63,-2.79,1.75,3.98,3.35,2.59,3.27,1.74,2.93,4.15,5.19,1.19,0.64,2.16,0
201105,2.37,0.49,4.5,-0.53,2.34,3.04,0.34,1.96,-3.76,2.85,-2.42,-5.35,-5.87,-6.67,-3.29,-1.83,-5.6,-6.06,-4.47,1.31,0.9,-2.32,-1.2,0.36,-0.3,1.28,0.21,4.39,-2.54,-2.95,0
201106,-0.32,0.62,-5.6,-1.52,-1.31,-2.55,4.5,-1.83,-0.22,-6.34,-3.28,-1.89,-0.44,0.29,-1.46,0.27,-1.79,-7.14,-2.15,-0.34,-1.35,-1.1,-3.36,-0.61,-0.43,-2.04,-1.41,1.4,-2.19,-1.93,0
201107,-0.61,-2.97,2.86,3.99,-3.78,-2.74,2.26,-3.65,-1.83,-6.32,-6.17,-6.22,-4.76,-9.76,-9.59,-5.97,0.33,0.67,0.48,-0.35,-4.87,0.6,-1.56,-6.65,-5.11,-4.58,-0.1,-0.23,-3.91,-4.53,0
201108,-1.79,2.25,0.34,-5.7,-7.18,0.41,-5.5,-3.08,-7.97,-7.05,-8.56,-13.19,-8.14,-7.58,-11.96,-7.29,-1.87,-19.18,-9.61,0.17,-5.21,-6.78,-7.28,-5.68,-6.78,-4.08,-3.36,-0.81,-9.12,-3.65,0.01
201109,-4.6,-3.84,-4.93,-19.32,-8.41,-3.92,-5.1,-3.96,-16.46,-14.43,-15.91,-20.49,-16.35,-13.08,-14.09,-4.86,-23.15,-30.02,-11.62,-1.63,-5.79,-4.93,-5.51,-10.2,-9.17,-8.14,-2.86,-5.49,-11.14,-4.38,0
201110,5.65,1.93,7.61,15.38,9.86,4.49,16.51,5.54,18.21,14.32,22.26,18.15,22.91,17.4,23.94,11.08,20.08,28.44,15.81,6.7,7.57,12.07,12.28,10.83,14.87,13.8,9.14,10.27,13.41,9.35,0
201111,0.5,0.52,7.17,-2.62,-0.69,1.21,-3.84,1.27,-1.14,-1.1,2.82,-1.46,2.22,6.78,-7.95,1.86,1.13,-6.23,2.38,1,0.29,-1.84,-1.96,1.1,1.44,1.16,0.85,2.29,-2.92,-0.39,0
201112,0.65,3.98,3.61,-4.63,3.58,1.91,-2.24,3.53,-0.04,0.77,-0.95,-5.18,-3.89,-4.7,-1.67,0.35,-7.29,-13.69,-0.02,2.96,3.18,-1.31,-1.04,1.08,1.21,0.02,0.34,4.03,1.8,1.35,0
201201,2.84,-2.33,-4.66,12.04,0.61,-1.01,9.89,3.38,11.26,7.08,7.88,12.4,12.61,9.83,13.17,4.92,14.68,1.26,0.97,-2.69,2.44,5.43,10.57,4.49,6.49,6.07,4.04,3.41,7.21,3.48,0
201202,1.25,0.77,10.56,5.8,3.28,6.41,6.51,1.23,2.2,5.65,5.54,-2.69,4.51,0.7,5.14,4.4,-5.06,-1.51,6.62,1.26,4.78,5.26,7.32,3.61,-1.22,1.57,3.51,2.68,6.5,1.36,0
201203,2.02,6.04,4.93,3.99,2.3,1.7,1.67,3.96,2.65,4.52,2.36,0.67,-2.27,2.16,0.17,-0.05,-6.81,-12.16,-3.04,1.45,2.5,3.51,5.4,1.64,0.85,3.01,5.21,3.91,6.92,3.57,0
201204,0.61,1.33,1.83,-2.05,-2.56,-1.83,0.12,0.61,1,-0.09,-0.19,-4.29,-1.65,-1.31,-7.36,0.17,-1.33,2.47,-1.66,1.75,1.73,-0.75,-3.13,-0.62,1.3,-0.3,1.36,0.82,-2.46,-1.21,0
201205,-2.16,-0.24,-3.63,-11.88,-8.59,-5.04,-5.67,-3.27,-8.43,-2.84,-6.72,-14.51,-11.11,-7.41,-7.63,-7.61,-12.54,-23.33,-10.25,-0.92,-1.06,-7.51,-8.31,-5.64,-2.14,-6.11,-2.11,-4.67,-9.04,-2.63,0.01
201206,2.15,5.74,5.92,0.47,7.12,0.01,-10.76,6.8,3.46,2.25,4.63,4.78,0.06,-1.23,-4.42,2.68,7.21,2.09,5.88,3.39,7.09,4.38,1.62,2.63,4.27,2.62,3.02,-2.25,4.53,6.01,0
201207,-0.13,2.01,3.94,-8.19,1.15,3.39,2.31,1.65,-0.79,-0.77,-2.18,-1.22,1.41,2.34,-0.3,-1.38,-3.4,-10.56,3,3.73,4.07,-1.97,0.68,1.15,-1.01,0.52,2.34,-3.35,-1.11,1.21,0
201208,-0.38,0.33,-2.92,7.02,6.52,3.51,8.05,0.99,2.89,8.14,7.84,-1.07,4.14,3.88,4.13,2.91,6.29,0.31,2.44,-3.33,1.09,3.6,5.28,2.33,-1.49,0.38,3.44,1.73,4.12,-0.41,0.01
201209,1.61,-1.01,-0.02,5.51,5.75,2.62,-0.48,4.68,1.45,5.37,5.39,3.86,1.97,-1.18,3.64,-0.65,10,2.07,3.83,2.18,4.82,3.57,-0.13,2.52,-2.16,0.43,1.86,3.77,3.67,5.65,0.01
201210,-1.82,-1.85,-2.51,1.59,-0.95,1.04,-1.35,-1.87,-2.59,4.71,3.34,-0.74,-0.78,1.4,6.03,0.62,0.77,20.51,-2.13,1.06,-2.24,-4.79,-7.29,-2.21,3.15,2.63,-0.91,-4.95,1.98,-3.02,0.01
201211,3.99,1.96,3.28,2.08,-2.51,1.17,4.03,1.51,3.22,4.03,1.54,2.64,1.53,4.58,3.39,3.96,-3.1,-11.25,-1.33,-3.67,0.09,1.99,1.78,3.55,0.25,2.3,1.09,2.57,-0.73,1.33,0.01
201212,-1.45,-0.83,-5.57,3.2,5.56,-1.6,0.14,-0.52,4.47,3.55,4.79,6.6,4.16,3.68,7.99,2.57,-1.32,7.68,1.22,0.15,1.18,1.67,-0.49,3.33,2.96,2.01,-2.14,1.93,4.44,1.3,0.01
201301,5.54,5.07,5.61,13.01,5.13,8.68,2.56,8.08,5.06,9.21,9.57,4.25,8.07,7.28,1.66,2.79,0.64,-3.72,7.5,5.08,4.91,6.54,-1.11,5.61,8.54,6.45,5.42,5.32,6.32,7.21,0
201302,3.84,5.22,2.21,-0.07,-6.54,3.15,1.46,1.35,-0.95,5.7,-0.81,-2.66,-1.07,0.99,-0.22,3.79,-7.57,-8.09,0.81,2.16,2.21,0.89,0.33,4.63,3.61,2.07,0.61,0.89,1.17,4.44,0
201303,6.56,5.31,2.72,7.67,7.78,2.19,2.88,6.52,1.21,8.87,4.3,2.12,0.4,0.65,3.56,5.69,0.89,0.86,2.11,5.64,5.73,2.46,3.11,5.53,4.66,3.26,4.77,5.29,4.56,2.28,0
201304,2.84,3.55,4.4,4.68,-0.29,1.38,9.03,2.58,3.96,1.01,-3.06,-4.39,-1.16,-1.42,4.45,0.35,-10.56,-5.67,-1.29,5.05,4.25,1.9,-0.98,-0.02,-0.07,0.17,3.2,2.44,1.58,0.74,0
201305,-3.45,-1.47,-2.98,2.19,4.79,-0.26,0.78,1.61,3.43,0.77,5.16,3.86,5.33,4.06,11.1,6.35,0.23,0.5,3.09,-6.99,-1.72,3.4,5.34,2.21,2.61,3.86,2.39,-0.38,7.22,5.91,0
201306,0.84,0.93,-2.26,-3.72,2.46,-0.71,0.58,-1.36,-5.1,2.3,-6.42,-4.69,-3.51,-3.26,0.34,1.04,-9.59,-23.2,-2.11,0.79,2.16,-2.07,-3.4,-0.83,-1.27,-0.55,-0.43,1.61,-0.46,-1.14,0
201307,3.26,2.73,1.76,4.8,12.04,4.96,1.72,7.87,5.87,12,3.89,6.97,4.58,9.71,9.65,6.9,0.02,10.54,5.1,4.58,3.52,4.82,7.34,7.12,3.67,6.46,6.38,3.06,6.42,4.36,0
201308,-3.75,-3.86,-4.85,2.54,-4.96,-2.84,-1.86,-3.86,-0.59,-3.46,-4.19,-2.75,-0.35,-1.91,-1.29,-2.84,4.58,3.73,-2.01,-4.41,-3.22,-0.32,-0.37,-2.97,-2.65,-2.5,-4.88,-2.21,-4.23,-3.8,0
201309,0.31,1.34,4.28,9.87,6.12,0.89,7.65,4,5.21,8.44,7.52,8.35,6.08,7.1,6.71,8.51,1.16,2.56,1.9,1.04,4.17,5.41,2.55,2.88,5.91,5.61,4.43,3.96,3.11,2.96,0
201310,4.61,6.25,5.35,4.46,7.27,6.08,2.4,3.83,3.95,4.48,4.65,8.38,1.37,5.47,-0.07,5.35,5.36,9.9,4.73,3.34,5.81,3.32,4.6,6.24,5.83,5.77,5.38,3.94,3.29,3.66,0
201311,1.52,1.15,-2.42,3.16,0.16,3.95,6.52,4.44,1.2,4.21,3.67,1.72,1.47,3.38,1.79,4.79,-5.58,-3.52,0.99,-1.8,0.25,3.31,3.57,3.63,5.29,3.87,3.73,3.35,6.09,1.71,0
201312,3.03,-0.41,2.97,6.99,7.58,-1.96,0.83,0.63,4.86,3.63,4.94,6.52,5.23,3.19,1.54,3.11,6.84,7.89,3.01,1.79,3.72,4.62,3.59,2.88,2.32,2.55,0.09,-0.24,2.7,2.84,0
201401,-5.29,-0.54,-8.33,-0.84,-6.99,-6.27,-7.58,1.57,-3.81,-2.68,-4.13,-5.47,-4.46,-2.82,-2.62,-3.42,-6.43,-7.62,-6.88,2.49,-3.8,-0.34,-2.82,-4.07,-2.12,-2.39,-7.59,-4.58,-4.25,-6.13,0
201402,3.79,1.62,3.35,8.36,6.77,3.39,5.53,6.49,7.88,0.89,6.41,2.55,5.95,3.72,8.6,4.1,6.57,4.66,5.59,3.07,2.63,5.55,4.69,5.19,2.12,4.51,5.79,4.83,3.23,2.86,0
201403,2.77,4.78,4.07,-5.42,-0.69,1.72,-0.4,-2.54,0.62,-0.06,-2.81,3.67,1,0.07,-1.05,-1.22,-0.63,-3,2.53,2.68,0.17,-2.91,1.72,-0.21,2.69,0.4,-1.21,1.72,2.46,5.1,0
201404,1.22,1.56,5.69,-4,-2.04,3.03,-3.82,-0.29,0.02,0.48,-3.05,0.65,1.34,-0.74,0.15,1.28,2.94,9.05,5.64,3.97,0.39,-2.97,0.78,0.7,1.14,-0.55,-0.84,-1.25,-3.6,2.89,0
201405,4.15,3.19,3.99,2.82,-1.54,-0.47,2.22,1.89,2.67,2.75,1.41,-1.62,0.5,-0.51,1.74,1.98,-2.17,-7.31,0.95,0,3.84,2.57,4.46,2.76,5.49,3.43,0.21,2.49,1.74,-0.43,0
201406,1.52,2.85,-1.17,1.98,8.83,-1.31,0.26,2.85,0.77,7.83,2.32,4.89,5.46,3.51,4.03,-2.05,6.28,3.87,4.07,5.41,1.68,2.4,3.39,1.69,1.41,1,1.01,2.57,3.03,-0.34,0
201407,-5.83,-2.92,-3.26,-3.77,-1.65,-2.59,-0.62,-0.26,-3.26,-5.7,-8.92,2.2,-5.97,-6.59,-3.77,-5.68,1.93,-11.2,-3.44,-6.4,0.67,0.62,-0.36,-4.08,-2.09,-2.99,-1.78,-3.22,-2.01,-2.06,0
201408,6.38,5.46,4.63,-1.69,2.64,5.86,3.53,5.49,4.4,10.14,6.87,6.21,5.27,3.39,4.26,5.74,1.34,4.18,2.29,5.32,0.44,3.48,5.06,3.38,4.61,4.7,5.75,2.43,3.82,7.22,0
201409,-0.53,0.83,2.01,-4.35,-7.24,0.88,4.44,-0.22,-2.14,-2.38,-6.5,-4.79,-6.85,-4.8,-10.06,-0.96,-10.76,-14.41,-7.74,-3.37,-1.66,-1.21,-1.87,-3.49,0.73,-2.29,-1.51,-0.56,-0.55,0.17,0
201410,1.7,3.28,5.86,0.59,3.29,3.67,1.57,5.88,-1.09,2.08,4.03,2.17,2.14,3.19,1.98,1.18,-9.28,-6.31,-4.2,6.69,1.24,0.46,2.86,6.42,6.28,3.36,3.37,1.24,3.91,1.6,0
201411,5.68,4.35,0.98,-0.42,1.09,3.23,8.89,2.51,2.21,7.53,1.47,-2.46,-1.27,-0.08,5.26,4.68,-0.87,3.96,-9.72,0.26,2.82,2.06,6.52,4.8,5.88,1.99,8.96,5.57,1.86,4.57,0
201412,-2.48,-4.3,-2.89,-4.64,1.87,0.02,-0.82,-0.83,0.83,-0.31,-0.04,-6.6,-1.22,-0.96,0.56,-0.59,-6.39,-16.46,0.76,1.89,-1.78,-0.63,-1.75,2.08,1.1,0.5,2.23,-0.43,2.13,0.18,0
201501,-1.64,0.9,3.05,0.21,-2.16,-5,-3.75,1.58,-2.01,2.02,-5.05,-9.65,-7.62,-5.36,-6.25,1.02,-4.35,-17.48,-4.22,1.22,-4.75,-4.51,-2.21,-2.43,-4.44,-2.39,-0.24,0.66,-7.69,-4.11,0
201502,4.44,4.4,5.45,5.98,9.04,3.84,5.43,4.23,8.1,13.34,8.11,3.77,6.18,5.61,8.91,6.23,14.73,15.05,4.63,-4.39,8.89,7.97,8.48,6.68,2.95,4.88,5.64,6.82,7.96,4.64,0
201503,-0.72,-2.07,-8.47,-2.25,0.46,-2.02,1.23,0.73,-3.55,3.33,1.23,-2.72,-3.63,-0.5,-0.43,-1.27,-6.96,-18.67,-2.42,-0.32,-2.18,-1.46,-3.11,-1.73,-3.58,0.59,1.01,-0.29,0.15,-1.73,0
201504,-0.17,-0.52,6.02,3.73,-4.18,-2.46,-1.53,-1.42,1.11,-5.95,-3.08,4.05,2.48,1.38,0.21,-2.85,12.63,10.8,6.64,0.28,3.41,2.4,0.04,-2.65,-1.19,-1.22,-2.93,0.51,0.76,-0.24,0
201505,2.03,2,1.44,0.7,2.08,0.39,0.04,4.86,1.25,4.37,1.78,-3.81,0.03,2.88,1.09,1.75,-5.31,-17.11,-5.04,-0.49,0.54,-0.14,4.05,1.32,-2.96,1.42,0.56,1.56,3.13,0.94,0
201506,-1.95,-1.71,-2.57,1.29,-0.84,-0.18,4.17,0.16,-2.72,4.09,0.47,-5.25,-1,-3.47,-2.36,-2.8,-6.35,-23.5,-3.63,-5.36,-0.29,-1.91,-4.84,-2.84,-3.39,-2.6,-0.5,0.29,1.42,-3.57,0
201507,4.13,3.51,9.59,6.06,-2.83,0.78,5.96,3.52,-4.92,-0.72,1.1,-8.21,-5.74,-4.29,-3.11,-1.49,-13.11,-26.3,-8.77,2.68,1.44,5.24,-0.68,-0.54,3.27,-1.11,5.84,4.17,2.02,3.2,0
201508,-4.32,-3.12,-4.06,-7.29,-8.54,-6.96,-3.86,-8.34,-7.22,-3.11,-2.27,-4.41,-3.63,-8.97,-6.09,-5.08,-1.49,7.86,-3.77,-4.02,-8.34,-5.27,-6.44,-5.69,-6.37,-4.17,-5.42,-6.48,-6.51,-5.18,0
201509,-1.14,2.58,2.37,-9.94,-5.3,-0.56,1.18,-6.87,-8.29,-5.92,-6.57,-10.59,-9.02,-8.83,-2.52,-2.56,-6.07,-36.74,-5.49,-0.48,-2.49,-1.44,-1.67,-2.66,-0.71,-5.79,-1.72,0.44,-3.18,-1.75,0
201510,5.89,8.06,10.9,14.47,12.22,5.78,0.98,7.54,16.63,7.96,5.36,5.9,8.67,7.98,6.04,9.31,8.82,-30.98,12.34,2.1,9.07,11.22,8.19,10.19,6.49,5.12,4.53,5.05,5.86,7.11,0
201511,0.24,-0.71,-3,-0.48,-1.2,-1.13,-1.08,0.49,1.67,-2.59,4.66,-0.89,2.01,1.5,1.95,-0.41,-6.06,10.12,1.05,-3.4,-1.97,2.03,0.21,-0.02,-1.1,2.88,0.59,-1.01,2.17,-0.03,0
201512,2.01,0.32,1.61,-1.71,-6.19,1.95,-4.36,0.33,-4.78,-2.63,-5.27,-2.64,-5.74,-0.32,-4.11,-1.79,-6.45,-7.33,-9.56,-2.31,-3.06,-1.15,-4.62,-3.73,-4.99,-1.69,0.84,-0.93,-2.85,0.34,0.01
201601,-1.62,-0.21,4.3,-8.06,-5.23,0.22,1.54,-9.96,-11.07,-5.31,-8.56,-9.64,-4.9,-8.19,-13.23,-9.68,-5.34,-3.3,-4.36,4.67,0.18,-4.91,-7.88,-5.25,-8.51,-8.28,-4.46,-0.92,-9.69,-3.13,0.01
201602,1.12,-2.3,0.97,4.18,-0.91,0.34,0.85,-0.93,6.89,0.67,2.12,7.39,4.88,3.67,4.11,3.53,12.25,6.3,-2.94,1.77,0.95,-2.45,1.54,3.03,6.93,4.48,-0.41,1.07,-2.97,2.72,0.02
201603,4.67,5.65,5.08,8.91,6.9,4.67,2.34,3.96,8.35,3.62,11.46,17.76,9.6,9.06,10.6,4.09,13.33,25.49,10.78,7.88,6.08,7.83,8.79,8.22,6.92,6.18,6.01,5.4,6.63,6.73,0.02
201604,0.62,0.33,-0.23,-6.28,1.84,-0.38,-2.25,4.95,3.78,1.57,0.45,9.87,3.7,2.35,1.61,5.12,15.78,29.74,9.1,-0.83,0.72,-2.59,-5.3,0.82,-1.07,0.14,-0.33,-2.36,4.12,0.71,0.01
201605,2.02,-0.89,0.85,5.44,-0.49,-0.09,-4.94,2.4,-1.41,-1.68,3.49,-8.48,0.31,-1.01,-2.48,-1.79,-5.1,1.56,-0.62,2.24,0.31,4.63,5.56,1.81,-2.15,1.59,1.23,-1.46,2.2,-2.02,0.01
201606,4.87,5.35,6.91,-4.39,-0.3,3.22,1.67,-0.07,-1.08,-4.63,-1.2,2.58,-0.62,-0.16,-6.97,0.81,8.01,5.26,2.61,7.43,3.57,-2.08,-1.44,2.1,-2.49,1.63,0.78,1.2,-5.31,3.63,0.02
201607,-0.51,1.86,-2.75,6.19,7.47,2.65,1.86,6.14,4.35,9.75,5.62,13.61,6.55,5.2,8.86,4.15,7.52,20.96,-2.83,-0.17,2.39,7.28,8.22,2.56,5.42,3.46,3.87,2.24,4.11,-0.24,0.02
201608,-0.53,-0.86,-1.18,0.98,0.32,1.34,1.34,-3.1,2.51,1.67,0.83,-7.5,3.87,0.2,-0.32,0.33,-9.75,-4.5,1.51,-3.88,-3.57,1.24,2.36,2.5,1.13,-0.98,-1.67,-0.18,4.94,2.27,0.02
201609,-2.9,1.67,-2.74,4.66,-3.89,0.07,-6.79,0.58,-1.71,-4.82,-2.38,2.46,2.58,1.62,-0.22,-0.57,2.17,7.7,2.85,1.78,0.75,0.79,4.13,-0.6,2.9,-2.56,-0.12,-2.22,-1.4,-3.47,0.02
201610,-0.28,-1.61,4.63,5.62,-10.25,-2.9,-5.38,-7.47,-1.89,-7.33,-3.93,-2.96,-4.06,-5.51,-3.26,2.25,0.82,-8.65,-2.78,-0.57,-2.74,-0.5,-2.1,-5.45,-0.6,-8.06,-3.53,-1.9,1.54,-0.48,0.02
201611,-4.58,-5.74,-5.1,3.9,8.17,-4.2,1.28,2.41,7.58,7.98,9.84,21.37,12.47,9.49,6.9,8.81,11.61,20.8,9.33,-2.81,6.46,-0.21,2.38,4.23,12.76,9.68,2.89,8.49,13.02,8.06,0.01
201612,4.47,3.06,5.45,-3.3,2.05,1.51,-0.68,0.74,0.39,1.72,0.19,-2.23,-0.09,-0.7,4.22,1.46,-1.74,-9.62,2.2,3.67,4.8,-0.06,1.99,1.92,0.9,2.24,-0.92,0.65,3.87,2.61,0.03
201701,1.01,-0.94,5.69,4.92,1.66,2.75,0.48,2.06,3.88,5.64,3.94,3.74,4.72,4.12,5.3,2.03,12.44,-5.28,-4.33,1.12,2.91,5.67,3.31,2.36,1.77,2.06,0.96,0.74,0.61,-0.87,0.04
201702,1.68,6.21,8.01,0.73,-0.3,4.91,3.04,7.01,3.17,4.05,2.19,9.23,2.31,2.31,0.9,6.41,-8.37,-9.35,-2.32,4.09,0.18,3.37,6.89,3.29,2.64,2.65,2.89,2.43,4.61,3.71,0.04
201703,0.62,0.95,1.09,5.85,-0.85,-0.28,0.51,0.06,2.22,1.32,2.58,-6.11,1.46,0.57,-0.47,-1.78,-2.28,5.56,-1.21,0.35,1.08,1.83,2.45,0.32,-2.74,-1.07,0.85,2.82,-2.26,-1.59,0.03
201704,0.89,1.99,-0.04,2.84,-0.73,-0.26,-0.9,0.96,1.38,2.64,0.77,-0.45,3.93,-0.39,1.74,4.66,-1.14,-11.81,-2.56,0.43,0.07,3.99,0.95,2.16,2.24,-3.29,3.45,4.4,0.23,-0.79,0.05
201705,1.81,4.4,6.24,2.92,-1.62,1.92,-2.16,-0.19,-0.5,1.81,-2.41,-4.54,3.04,-2,-0.6,2.75,-1.02,-5.03,-3.23,2.62,-1.49,3.8,4.55,2.72,2.8,2.53,0.6,7.08,-1,-0.51,0.06
201706,-2.65,-1.08,-0.88,-0.08,2.82,-0.09,9.61,5.6,2.05,1.63,4.11,-0.16,-0.2,2.01,3.56,1.88,-0.49,2.35,0,-1.83,-2.16,-0.58,-3.42,1.99,3.5,0.27,-2.35,-2.39,5.9,1.4,0.06
